Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
2021,"Ramon Urias","BAL",296,0.09459459,0.25675676,0.36842105,0.27862595,0.36148649,0.41221374,0.77370023,0.13358779,0.36871508,42.3375032132117,6.472897011562987,0.3406747780941628,114.40712483666236,18795
2021,"Andy Ibanez","TEX",239,0.05439331,0.13389121,0.40625,0.26576577,0.31092437,0.40990991,0.72083428,0.14414414,0.28648649,28.390757938887226,-0.5674882847412948,0.3113702685893083,97.79091805446193,18819
2021,"Josh Naylor","CLE",250,0.056,0.18,0.31111111,0.25321888,0.30120482,0.39914163,0.70034645,0.14592275,0.28729282,27.768940883528316,-2.5221116516479607,0.3020454390395072,89.9116077555231,18839
2021,"Brandon Lowe","TBR",583,0.11492281,0.27444254,0.41875,0.23611111,0.33447684,0.49007937,0.82455621,0.25396826,0.2715655,87.71544734347017,17.07671283143911,0.3496480702530329,127.92256929956926,18882
2021,"Danny Mendick","CHW",186,0.09677419,0.22580645,0.42857143,0.2195122,0.3027027,0.28658537,0.58928807,0.06707317,0.28099174,15.44533404364388,-7.09120904252727,0.26815466945235794,68.3391909006841,18889
2021,"Zack Collins","CHW",222,0.14414414,0.3018018,0.47761194,0.20744681,0.32579186,0.33510638,0.66089824,0.12765957,0.2991453,23.70669704993428,-3.191757601302253,0.29686102054335856,87.69690180501183,19181
2021,"Will Smith","LAD",473,0.11839323,0.19661734,0.60215054,0.26666667,0.37632135,0.51282051,0.88914186,0.24615384,0.28113879,81.28601135296738,23.975339956413862,0.3755127684648103,138.4098753765825,19197
2021,"Yuli Gurriel","HOU",581,0.09982788,0.11359725,0.87878788,0.31692913,0.383821,0.45866142,0.84248242,0.14173229,0.33485194,93.53172252891883,23.135316437169166,0.3623753549315563,133.61166765872457,19198
2021,"Lourdes Gurriel Jr.","TOR",525,0.06095238,0.19047619,0.32,0.28512397,0.32824427,0.48140496,0.80964923,0.19628099,0.31707317,76.11612072418326,12.504910400313085,0.3430331560211473,114.82231734749932,19238
2021,"Pete Alonso","NYM",596,0.09228188,0.20469799,0.45081967,0.26045627,0.34060403,0.51711027,0.8577143,0.256654,0.27345845,95.13440698306864,22.9205377392084,0.3607282902786978,132.00069339089498,19251
2021,"Cavan Biggio","TOR",290,0.12758621,0.26896552,0.47435897,0.21544715,0.31597222,0.3495935,0.66556572,0.13414635,0.27878788,29.984312156219687,-5.153308784584796,0.29275981738017154,80.92122164493661,19252
2021,"Jake Fraley","SEA",245,0.17959184,0.26938776,0.66666667,0.20707071,0.35102041,0.36868687,0.71970728,0.16161616,0.256,31.1739662294517,1.4887347449789496,0.3215858477060912,108.09598652851138,19260
2021,"Garrett Hampson","COL",475,0.06947368,0.24,0.28947368,0.23963134,0.29661017,0.39170507,0.68831524,0.15207373,0.29903537,50.4378126206007,-7.115187196234224,0.2961332468276328,70.32128028890861,19262
2021,"Adolis Garcia","TEX",584,0.05308219,0.31335616,0.16939891,0.24080882,0.2859589,0.45772059,0.74367949,0.21691177,0.30149254,71.25572240916124,0.495823686989444,0.3152668159710218,100.41849818476531,19287
2021,"Randy Arozarena","TBR",569,0.08611599,0.27592267,0.31210191,0.27145709,0.34973638,0.45708583,0.80682221,0.18562874,0.35454545,83.90004150422527,14.957605934164057,0.34601730634803907,125.47421639634109,19290
